ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
-cLzki-B06o,30,40,"/m/04rlf,/m/0gywn","['arabesque', 'kurdish folk music', 'baglama', 'zurna', 'electronic drums', 'percussion', 'upbeat', 'lively', 'folk dance', 'halay']",This is a Kurdish folk music piece. The main melody is first played by the baglama and then by the zurna. The rhythmic background consists of an electronic drum beat and supportive percussive elements. The atmosphere is lively. This piece could be used as an accompaniment piece for a folk dance course such as the halay dance.,9,False,False
-cQ-jUTEgck,30,40,"/m/02p0sh1,/m/04rlf","['southern rock', 'blues rock', 'live performance', 'electric guitar', 'guitar solo', 'keyboard', 'bass guitar', 'acoustic drums', 'groovy']",This is a live performance of a southern rock piece. There is an electric guitar playing a blues solo. There is a bass guitar playing in the background. The rhythm is being played by the acoustic drums. The atmosphere is groovy. This piece could be playing in the background at a rock bar.,9,False,False
-dVgUSrR8g4,30,40,"/m/03lty,/m/04rlf,/m/0dl5d","['intense', 'vigorous', 'loud electric guitar feedback', 'intense', 'psychedelic', 'trap', 'trance', 'hard rock', 'enthusiastic', 'energetic', 'spirited', 'hyper', 'fast tempo', 'goth rock', 'heavy  metal', 'amplified guitar', 'intense drumming', 'chattering sounds', 'scratching', 'screeching', 'vigorous keyboard']","This song is a vigorous metal instrumental. The tempo is fast with intense drumming,  fiery electric guitar riff, amplified guitar rhythms and energetic keyboard accompaniment. The music is energetic, aggressive, youthful, spirited, goth, intense,psychedelic and trance like. This instrumental is Hard Rock/Metal.",7,False,True
-e4wXAy1iVo,0,10,"/m/015lz1,/m/04rlf,/m/07xzm","['pop', 'ukulele', 'female voices singing', 'harmony', 'amateur recording', 'medium to uptempo']",Two female voices are singing in harmony to a ukulele strumming chords. One of the voices is deeper and the other one higher. This song may be jamming together at home.,6,False,True
-eDAoheZrY8,30,40,"/m/04rlf,/t/dd00036","['movie soundtrack', 'philharmonic orchestra', 'crescendo', 'booming lower harmony', 'average audio quality', 'tense', 'sci-fi music', 'string section harmony', 'suspenseful music', 'horn section', 'drums playing slowly', 'instrumental music', 'mysterious', 'science fiction', 'exploring dangerous territory', 'tuba', 'building tension']","The song is an instrumental. The song is slow tempo with building crescendo , string section harmony, horn section, drums playing steadily and piano accompaniment. The song is suspenseful and builds anticipation. The song is a movie soundtrack and has an average audio quality.",1,False,True
-f1DNyngKVY,30,40,"/m/015vgc,/m/04rlf,/m/0jtg0","['sitar', 'no singer', 'instrumental', 'single instrument', 'medium-to-high range', 'transcendental', 'relaxing', 'calming', 'meditation']",This is an instrumental sitar music piece. The sitar is being played at a medium-to-high range. There is a calming and relaxing atmosphere to this piece. This piece can be used in the background of a meditation video. It could also be played during a meditation session at a course.,9,False,True
-f6s6kQEHFY,0,10,"/m/04rlf,/t/dd00033","['slow pop', 'ethereal song', 'ambient sounds', 'no lyrics', 'female voice', 'autotune voice', 'piano song', 'synth sounds', 'slow tempo', 'bass', 'no percussion', 'haunting melody']",This slow ballad features a female voice singing the main melody. This is accompanied by a repetitive piano melody. The bass plays the root notes of the chords in staccato style in eighth note patterns. Synth horns play in the background at different pitches. The song has an ambient and ethereal feel. The mood of the song is haunting. This song can be played in a sad scene in a movie.,0,False,True
-fxh7jAJR8U,70,80,"/m/028sqc,/m/04rlf","['boy band', 'male singers', 'vocal harmony', 'retro pop hits', 'singing parts', 'medium tempo', 'keyboard accompaniment', 'steady drumming rhythm', 'steady bass line', 'tambourine percussions', 'love song', 'romantic', 'passionate', 'groovy music', 'inspiring', 'passionate', 'spirited', 'soothing', 'relaxing', 'comforting', 'bells percussions']","Male singers sing this vocal harmony. The tempo is medium with a steady drumming rhythm, various percussion tones, keyboard accompaniment, steady bass line and tambourine percussion. The song is soothing and romantic. The song is a retro pop hit.",1,False,False
-hSMzrWZCAE,30,40,"/m/02x8m,/m/04rlf,/m/064t9,/m/06rqw,/t/dd00035","['male voice', 'electric guitar', 'distortion effect', 'drums', 'synth bass', 'pop rock genre']",The pop rock music features a male voice singing. An electric guitar with a distortion effect on plays plays two chords every two measures. The drums play a strong rhythm and together with a synth bass drive the pulse of the music.,2,False,True
-hYRFCQdbLg,30,40,"/m/04rlf,/m/04szw,/m/0l156b","['upbeat instrumental', 'loud marimba melody', 'noisy', 'low quality']","The Low quality recording features an upbeat instrumental playing in the background on some kind of speaker, while a loud marimba melody is played over it. It kind of sounds off beat, also the sound is mostly located in the left channel of the stereo image, which makes the recording imbalanced and low in quality.",4,False,True
-i9gpG3vPwA,30,40,"/m/04rlf,/m/07qsvvw","['instrumental', 'two tracks', 'electronic music', 'harmonic', 'futuristic', 'engaging', 'captivating', 'dance groove', 'electro pop', 'unrelated tracks', 'synthesiser articulation', 'funky drumming', 'enthusiastic digital drum rhythm', 'keyboard harmony', 'dance pop', 'edm', 'pleasant', 'ambient', 'amplified paino', 'surround sound']","This audio clip is an electronic instrumental of two different tracks with medium fast tempo. The first tempo has an amplified piano playing an emphatic harmony along with digital drums. The second track has emphatic digital drums and electronic /synthesised music arrangement. Both the tracks are melodious, pleasant, harmonic, futuristic, captivating and engaging with a dance groove.",7,False,True
-i9uQMysy_A,80,90,"/m/02cz_7,/m/04rlf","['beat boxing', 'vocal percussion', 'mimicking drum machines', 'vocal percussion simulation', 'vocal sound effects', 'rap', 'hip hop', 'vocalisation', 'rapid', 'vigorous drumming sound', 'digital drum sounds', 'vocal percussion', 'vocal turn table', 'vigorous', 'tireless', 'energetic', 'vocal drum machine']","This audio clip is of a male vocalist beat boxing. The tempo is fast with the vocalist mimicking vigorous drumming, drum machine rhythms, turn table and other percussions.the rhythm is vigorous, energetic and tireless.",7,False,True
-jpbCWcz2pk,30,40,"/m/04rlf,/m/0l14gg,/t/dd00031","['comedy', 'hip-hop', 'male vocal', 'rapping', 'piano', 'electric guitar', 'bass guitar', 'electronic drums', 'funny', 'amusing', 'hip']",This is a comedic hip-hop music piece. There is a male vocal rapping in the lead. The melody in the beat is being played by the piano and the electric guitar while a bass guitar plays in the background. The rhythm is provided by an electronic drum beat. The piece has an amusing aura to it. It could be used in the background of funny social media content.,9,False,False
-kpR93atgd8,30,40,"/m/015y_n,/m/0164x2,/m/04rlf,/m/06cqb","['ska', 'saxophone', 'e-guitar', 'acoustic drums', 'percussion', 'keys', 'e-bass', 'fast tempo', 'uplifting energy']",An acoustic drum is playing along with a bassline giving the song a ska/reggae feeling. The e-guitar strumming on the offbeat supports that feeling while a keyboard is playing a bell-sounding chord. Bongos are setting little accents at the end. A saxophone is playing a melody along. This song may be playing at a festival outside while the sun is shining.,6,True,True
-lPXTBXa0tE,30,40,"/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y","['bad audio quality', 'vintage guitar tone', 'passionate', 'spirited', 'guitar demo', 'soloist', 'antique guitar', 'youtube music class', 'master class', 'buzzing noise', 'instrumental music', 'ambient room noise', 'bad audio quality', 'super tone unique tone', 'melancholic', 'country music', 'medium tempo', 'rich country traditions']",The song is an instrumental. The song is medium tempo played by a solo guitarist on a vintage super tone with an exquisite tone. The song is emotional and passionate. The song has poor audio quality.,1,False,True
-m5ZlWziIeA,200,210,"/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf","['amateur recording', 'vinyl scratching', 'programmed percussion', 'bass', 'synth sounds', 'moderate tempo', 'male voice', 'dj song']",This amateur recording features a vinyl scratch being played on a DJ console. This is accompanied by programmed percussion playing a simple beat at a fast tempo. The hi-hat is struck in eighth notes. The snare and kick are played in a unique pattern. A synth plays a two-note lick at different intervals. Other instruments are not audible as the audio quality is low.,0,False,False
-m9pH0WXQto,110,120,"/m/04rlf,/m/07qsvvw","['electro pop', 'low quality', 'flat female vocal', 'wide background female doubling vocals', 'airplane sound effect', 'explosion sound effect', 'arpeggiated synth melody', 'shimmering tinny bells melody', 'energetic muffled crash cymbals', 'quiet drums', 'boomy groovy bass', 'simple hi hats', '4 on the floor kick', 'claps']","The Electro Pop song features a flat female vocal, occasionally supported by wide background female doubling vocals, singing over quiet drums, groovy and boomy bass, arpeggiated synth melody and some sound effects of the airplane and the explosion. In the second part, the drums cut through the mix more, therefore they are more audible, while the new elements appear, including shimmering bells and simple hi hats. Sounds like a low quality recording, especially because of that first part of the loop.",4,False,True
-mA_bqD1tgU,30,40,"/m/04rlf,/t/dd00031","['low quality', 'folk', 'wooden percussions', 'groovy bass', 'breathy flute melody', 'groovy piano melody', 'sustained strings melody', 'shimmering shakers', 'passionate', 'happy', 'joyful']","The low quality recording features a folk song that consists of a wooden percussion, groovy bass, breathy flute melody, groovy piano melody, shimmering shakers and sustained strings melody. It sounds passionate, joyful and happy.",4,False,False
-mB_XLq6g1g,30,40,"/m/01kcd,/m/07gql","['amateur recording', 'kids voice streaming', 'trumpets', 'acoustic drums', 'e-bass', 'out of tune', 'parody', 'medium to uptempo']",This audio contains an acoustic drum playing a groove along with a simple bassline. Trumpets are playing a melody that sounds out of tune and all over the place while a kids voice is streaming and you can hear some aggressive clicking sounds. This song may be playing for a parody video.,6,False,False
-nlkWWphiaM,30,40,"/m/02w4v,/m/042v_gx,/m/04rlf,/m/06j64v","['low quality', 'live performance', 'fruity male vocal', 'accordion melody', 'acoustic rhythm guitar', 'shimmering bells', 'emotional', 'hopeful', 'mono', 'noisy']","The low quality recording features a live performance that consists of fruity male vocal singing over accordion melody, acoustic rhythm guitar chords and shimmering bells. It sounds emotional and hopeful. The recording is a bit noisy and in mono, as it was probably recorded with a phone.",4,False,True
-o0ZtQIkM60,30,40,"/m/04rlf,/t/dd00037","['video game theme', 'cinematic strings', 'wind sound effect', 'male choir', 'percussion', 'epic', 'dramatic', 'tension']",This is a video game theme. There is a cinematic string sound playing the melody while the wind sound effect implies there is a snowstorm. A male choir starts singing alongside orchestral percussive elements. There is an epic atmosphere. This piece could fit well in the soundtrack of a thriller video game where there is a face-off about to happen.,9,False,False
